Item4.X Item4.Y Item1 Item2 Item3
78.87673 352.2124 0.217652017080782 36.6931720994908 112.931587376762 
81.87426 352.955 0.195950245495416 35.9420465568188 117.997664497738 
81.9795 352.6449 0.191557744384621 35.8249621121566 117.922240265433 
81.83231 352.5941 0.192008020105913 35.772646642289 117.642031890355 
81.97116 352.6147 0.1924984461609 35.9549534257256 117.8131837714 
82.40732 353.1331 0.196287520064186 36.141358837621 118.30471653518 
81.18801 352.5197 0.203127564309548 36.383593388321 118.422424839424 
82.42556 353.0369 0.195806528833715 35.8900962502645 118.28065572309 
82.35374 352.8987 0.194438273136667 35.8701080536875 118.712995624483 
82.37286 353.104 0.195500607107632 36.2270595345546 118.973423089205 
82.37601 353.2696 0.196045106237421 36.025727475534 119.577610007673 
82.40285 353.1902 0.199200443171691 35.8724579046493 119.86391596776 
82.19285 353.0024 0.197346905021531 35.8245961946799 118.996886542594 
82.03262 353.0251 0.198259834801068 35.9211273665527 119.018433203071 
82.11896 353.0127 0.200844612915104 35.7312696534494 119.032421114918 
79.67835 353.1718 0.174093644775429 36.6867565319976 119.67658995107 
82.61443 352.83 0.207645820129603 35.8286766237261 119.7494026662 
82.20228 352.6471 0.205262777254509 35.9111748818608 120.120553550512 
82.32437 352.6568 0.205602927516748 35.9103824648028 120.169277453507 
82.2185 352.4619 0.206163985828348 35.8380297167294 119.542655687216 
82.17266 352.5264 0.209274017254628 36.0074028306881 119.776039318513 
80.14217 352.9612 0.188722136332563 36.8518661517543 120.928754111009 
82.49628 352.6144 0.214084708906779 35.8252444909964 120.009592552007 
82.64736 352.6404 0.216253755712668 36.0503899321184 119.764488186236 
80.9061 353.3907 0.203091565143919 37.2462464898165 120.643608571571 
81.04736 353.4473 0.203205564151869 37.2140204200975 121.0321429068 
80.78876 353.2968 0.198317199533527 36.9686449366782 121.255214778432 
80.45155 353.1273 0.195565979832812 36.9556180623068 121.367404138192 
80.73374 353.2308 0.19847746548622 37.0201103707769 121.549823463293 
80.72782 353.2012 0.199178947519639 37.0081761952764 121.189206938107 
83.29895 352.9158 0.226057141443639 36.074653419436 120.682387853517 
83.04156 352.8034 0.224237121579113 35.8469728690439 120.350933435252 
83.51176 352.9765 0.230673380331769 36.0117756390026 120.771804835672 
83.40136 353.0292 0.230959839534678 36.0389732267493 120.59672126096 
83.19908 353.0216 0.228285588211045 36.2366012686439 120.678796037891 
83.15363 352.9933 0.229250387179267 36.4697041400868 120.266010384747 
83.82794 353.173 0.236852855604818 36.3068192646846 119.636462851601 
83.5786 353.2138 0.236015440264771 36.2386865957358 119.620981422103 
84.19152 353.6115 0.2431147498022 36.3103429432648 119.978196046791 
84.14445 353.5735 0.235307985737717 36.2305835376779 120.722521574388 
83.95052 353.3996 0.235580279541866 36.3887558523499 120.615575069884 
83.44666 353.2752 0.232317270563746 36.2875881142441 120.373392688485 
83.67875 353.4255 0.239313080240611 36.2702623126788 120.089414130754 
80.99083 353.2492 0.262919836618648 36.4449602271788 117.364016806444 
83.57638 353.3401 0.255024057824662 36.4408993392104 120.370200314936 
79.55226 353.5397 0.259962989506057 37.5053118717221 117.606792553643 
81.79847 352.8146 0.306600129472021 36.1216213481649 118.05082459083 
83.35178 352.7057 0.296913716699537 36.599246121097 118.900162465378 
80.8662 350.3745 0.376402852968616 36.1734715656883 113.478133856842 
78.39139 350.1418 0.368524788087205 37.2956058454263 111.750681002836 
79.59727 350.7072 0.377073164559905 36.630077064998 113.211114698511 
78.47907 349.6312 0.410012101913415 36.7022603690202 109.578897801403 
75.41772 348.4991 0.461483020167319 36.6467511449115 97.3686756927469 
75.14449 348.016 0.468763803419089 37.6581254889583 95.8897814455039 
75.59449 348.7656 0.465519489977648 37.5593662429142 94.7300772984524 
75.31949 348.9872 0.458908093406411 37.1251486997955 95.6366503262646 
74.97525 349.0982 0.454470332240693 37.2456404864032 96.338123885629 
74.61845 349.1253 0.447589573684384 37.3112001421404 97.2094826934404 
74.71947 349.1968 0.448474236761848 37.3718484897247 96.907687466781 
74.91364 349.2639 0.453156223937554 37.2573258910602 96.6392834922372 
75.48596 348.8942 0.452561486019144 37.2089699386954 94.0592844160675 
77.86391 349.1953 0.499558280586011 36.1129743129634 95.317055591353 
75.36602 349.1694 0.464791297607723 37.2568516343376 94.3692493054296 
75.08899 349.0264 0.459299506331603 37.4240203033688 92.8147527920439 
75.18589 349.0691 0.460894436459458 37.3598089853018 92.7375860370394 
73.57764 348.4582 0.503371111761111 37.4863753419627 86.615545260753 
74.7171 347.178 0.548413792764285 36.1440186101424 82.9756104352876 
75.00874 347.599 0.542932982774749 36.5927847239139 80.4623773724565 
72.91882 346.2869 0.496401430047907 36.7465415490651 72.9608488203462 
71.73344 347.0678 0.456066681526653 38.5116156867819 70.683987393309 
70.93553 346.6872 0.445967805174351 38.471434385893 72.0449433411084 
71.67683 347.0204 0.480122614175877 38.6755980727462 71.1324514571251 
72.89122 347.4079 0.48027857194754 38.2613707920984 67.7995193557694 
76.58714 347.4605 0.529549265507671 35.9242534739955 67.4973936882173 
79.17178 348.6022 0.552558590982148 36.1481059924714 65.2625243837467 
80.32359 349.4849 0.565006269853476 36.185328515925 66.1783914685924 
81.05345 350.1286 0.574685535988139 35.8647729265491 65.588245745831 
82.3616 350.6026 0.58425565361456 36.3003261812023 64.7661455761962 
83.30389 350.7958 0.594591203797121 37.1198082900526 63.9200121881737 
82.26686 352.1199 0.541415975053041 39.8650390166062 61.2804047799935 
81.18694 352.1774 0.51590363757738 39.2072151892803 64.3352468925065 
80.64671 350.8406 0.559197725252325 37.272549634871 69.0478656038013 
79.66743 350.8313 0.561571080515228 37.1729043664096 69.7034567543843 
79.93678 351.4452 0.563349088245059 36.6258435189336 68.1985404202289 
79.42535 351.9543 0.529118738205899 35.8346517902251 69.5264447584344 
79.66485 353.0293 0.547374090162622 35.8908740954703 67.3702673821255 
80.54468 353.7145 0.539178972926279 35.1664082377575 66.7025151737675 
80.19569 354.6579 0.509920288832286 34.2817047070211 67.1685505327773 
78.79988 355.4077 0.466720497768706 33.9236161692399 68.637834468231 
77.09116 355.5207 0.417964021594723 34.2796262424756 72.1087316273998 
75.91434 355.3096 0.391929127956499 34.3859103730307 73.3675991435978 
75.72293 355.2528 0.363284216797278 33.4508348385242 74.6992739078634 
76.69381 356.3136 0.329428564119475 33.4819501425629 76.4253894234784 
76.41163 357.0913 0.340595808391251 34.0771156635742 74.8103342585066 
76.04454 357.0193 0.362108672165081 33.7731882701933 71.9470846952892 
77.33843 357.0431 0.380408817972155 33.6151043111793 70.5729718793344 
77.51093 356.7626 0.389438469357986 33.5388704580331 69.9841971157336 
77.32922 356.7066 0.379374908237258 33.2886993419472 70.908629460516 
77.07239 356.8234 0.371411566693751 33.7765664955461 71.7258323081738 
77.22161 356.3963 0.364817826208326 33.5269920623457 72.5636173874012 
77.78342 355.7569 0.357897512877715 33.3613469572572 73.534219956008 
78.92087 354.9863 0.370526403869849 34.165282559991 75.1653479081979 
80.11347 353.4238 0.381644411169737 35.7869441013007 75.7931958523682 
83.77541 353.6713 0.46063641974904 36.4406747866136 86.9953101213875 
113.9328 363.6238 0.455815022142652 39.0893034678829 144.07373241399 
123.5018 368.5641 0.52540786673823 46.5226678897069 146.227199397511 
130.1263 372.8889 0.574442136910393 53.0974080337774 141.004177344109 
138.5588 376.5165 0.571665866782096 59.5447148818393 134.929957371025 
145.6494 379.8035 0.595855364818059 64.1852775076085 129.112447109789 
150.3216 381.873 0.622735814785176 67.5278564091186 124.037135650959 
154.7656 383.9131 0.647232475498277 68.754991534714 117.450042005378 
157.8616 385.8853 0.688898962171711 71.1179787465232 113.186359911735 
160.1401 387.4376 0.719347463282029 72.5994772531281 112.264341092133 
161.2455 387.5991 0.743930866196021 73.0305911647127 113.838232163996 
161.6053 387.4707 0.753349459712601 72.9935382279148 114.060454476316 
161.4879 387.3097 0.772259610051121 72.538729751346 116.998511285589 
161.3037 386.6442 0.783133017255343 71.4074599777692 121.073149873874 
162.3805 386.6181 0.774173245790612 71.1184426956501 121.609461983095 
163.6418 387.0857 0.764549675090458 71.2439598855163 118.886359265336 
164.832 387.2073 0.755288872140584 71.7309690957361 118.540509367681 
165.6207 387.1957 0.762642388551752 72.137225668194 120.683171436644 
165.3887 386.5669 0.766306382048623 72.0005330869698 122.254072771694 
165.2143 386.078 0.775786466514082 71.5461612064066 123.697421944115 
164.7961 385.5177 0.780974585371848 71.1465918109222 124.966162048331 
164.5368 385.4074 0.784311691389048 70.9895654606976 125.301283812908 
164.4157 385.3329 0.786283538238672 70.9882238275495 125.492930099382 
164.3719 385.3316 0.787279508076671 70.9602759594235 125.410416669368 
164.1616 385.1926 0.789376346648117 70.9729069278513 126.028059759756 
164.2235 385.2692 0.785376456963474 70.856902020889 125.578616250414 
164.1234 385.041 0.789629636391102 70.6715470134563 126.595971516035 
164.0084 385.065 0.790931293246653 70.6886142945493 126.524360160722 
163.9449 385.1655 0.790258563072559 70.7128209399879 126.361472174333 
