X Y
485.7992 364.7863 
486.0293 364.8896 
486.2161 364.8367 
486.0233 364.3195 
486.0391 364.3132 
485.9756 364.3487 
486.137 364.3707 
486.3186 364.1684 
486.4953 364.1367 
487.0654 363.8168 
486.9207 363.074 
487.296 362.7135 
488.5279 362.3151 
489.2614 362.1712 
489.5583 362.1041 
489.9773 361.885 
490.5068 361.4386 
491.2997 361.1624 
491.6763 360.5255 
491.6464 359.2932 
492.7538 357.048 
493.4011 354.6508 
493.4407 352.8323 
493.3956 350.6848 
493.3366 348.7199 
493.4796 348.932 
492.9214 349.6986 
491.4124 350.4204 
490.7964 350.8955 
491.4708 354.1431 
491.0473 357.6046 
491.1209 358.8131 
490.4888 358.8563 
489.9019 360.4706 
490.3248 361.9616 
490.7343 363.8873 
490.6975 364.936 
490.3537 365.1482 
490.7496 365.2898 
490.6418 365.2231 
490.7896 364.8511 
491.3873 365.0315 
491.3848 364.7896 
491.3969 364.3183 
491.2952 364.7266 
491.4611 364.9774 
491.0843 364.5983 
491.2876 364.4185 
491.5879 362.8642 
491.4761 360.5193 
491.5476 357.7729 
491.9165 355.082 
491.7757 351.8475 
490.1475 348.9306 
488.126 346.6059 
487.2702 345.7104 
486.5661 345.5259 
485.5016 345.1603 
483.8836 343.9107 
483.1309 342.0403 
483.1267 338.6871 
482.7963 335.0356 
481.6078 331.1313 
480.3367 326.7672 
479.4418 321.7545 
478.9957 316.4998 
478.3372 311.175 
477.5905 305.0297 
475.9648 297.8862 
474.7484 291.4971 
474.3467 285.7192 
474.42 280.2024 
475.0239 274.9044 
475.528 270.389 
476.1196 265.6891 
476.5518 260.2593 
476.5165 255.2987 
477.0778 250.8306 
476.6957 245.943 
475.3892 240.736 
474.0319 235.6564 
473.3369 229.4089 
472.2497 222.4275 
471.0374 215.4969 
469.7887 208.3537 
468.1989 200.339 
466.6966 192.8185 
465.4081 185.8972 
463.896 179.3865 
462.5734 173.3521 
461.9821 168.0333 
461.5135 162.5456 
460.6549 156.7413 
460.6244 151.6133 
460.3458 147.4258 
460.4833 142.3192 
460.3275 137.4305 
459.4308 132.912 
458.5037 128.6907 
456.5939 124.8478 
455.1939 121.0387 
454.1368 118.5254 
452.6985 117.0592 
451.9098 116.0554 
451.8262 115.1079 
451.0256 115.0381 
450.588 115.1081 
451 114.433 
450.6983 113.6045 
449.9598 113.2853 
449.617 111.8779 
450.037 112.615 
450.6484 113.2196 
450.8024 113.5463 
450.3824 113.7877 
450.1064 113.6594 
449.1064 113.8382 
446.2529 111.5702 
442.6688 109.0803 
437.4684 107.6782 
430.9192 105.9837 
424.9206 103.6725 
418.42 100.0977 
411.313 94.91954 
404.6071 92.08322 
397.6737 89.08683 
390.5952 85.38828 
383.2131 83.97496 
376.9188 84.07485 
370.8704 84.88334 
366.0942 85.07873 
363.1119 83.79882 
359.5029 81.48785 
356.6235 79.29578 
354.0633 77.59948 
350.6874 74.7712 
346.5084 72.62904 
343.0015 70.58327 
338.0759 68.49287 
333.4159 66.25756 
329.4079 65.29445 
326.6222 66.54562 
324.3566 69.16434 
320.7201 68.39663 
316.5814 66.91768 
313.1414 65.31684 
311.1745 65.76852 
309.2594 66.35336 
306.8427 66.81384 
303.0642 66.25751 
298.7715 67.71488 
293.7373 68.2852 
287.359 68.82344 
282.8778 70.3655 
287.6882 73.57677 
287.7796 75.72169 
NaN NaN 
NaN NaN 
NaN NaN 
503.3085 363.2717 
501.0637 357.0464 
500.796 360.0168 
500.9141 360.5023 
503.71 357.1853 
495.0253 353.6854 
496.843 351.2985 
503.6605 352.1894 
500.5613 351.3295 
498.4502 348.186 
498.8652 349.3164 
497.3213 349.1268 
499.9055 348.2752 
500.9282 347.1566 
501.2216 346.6405 
500.2921 346.4673 
499.3972 345.5433 
500.6146 346.2289 
502.1271 347.5401 
502.3166 343.7331 
502.1314 344.894 
501.5829 344.4833 
500.9496 343.8514 
491.2953 343.1679 
494.3232 341.6247 
492.4865 342.8596 
488.1479 344.6971 
488.5491 344.559 
489.4062 343.8153 
489.8554 343.7085 
490.4395 343.9276 
490.5084 344.1342 
491.3022 344.0056 
491.8712 343.882 
490.1669 344.35 
492.1808 343.2982 
492.3313 343.4145 
492.1455 343.5143 
502.7901 343.9518 
490.4772 343.3785 
491.8594 343.1474 
490.3165 343.3481 
490.9859 343.1161 
492.1975 343.1137 
491.887 343.5986 
491.1341 342.9693 
492.5344 342.3203 
485.0735 345.6722 
493.7862 343.4869 
494.0406 343.1266 
493.8077 343.2318 
501.5256 344.6037 
492.5692 343.5267 
491.6498 343.0171 
491.753 343.0647 
488.5352 344.8195 
488.5729 344.4658 
487.4303 345.0855 
493.0199 342.69 
489.335 345.011 
493.9644 341.1968 
493.2583 342.2328 
492.4579 342.2382 
492.7188 342.3799 
490.7208 344.0118 
491.0812 343.5891 
499.4974 343.8448 
491.2198 343.85 
493.0739 343.7996 
501.7393 344.9315 
491.3775 345.8079 
491.0443 343.4607 
493.1247 342.5459 
489.0463 344.8409 
494.4159 342.0688 
492.4905 343.1852 
491.9732 343.6593 
491.9263 343.4442 
493.2752 342.6211 
487.7539 345.1401 
492.5443 343.2764 
493.7767 343.1356 
492.3508 343.5015 
493.7303 343.3927 
493.2749 343.4813 
490.9889 343.6349 
489.9275 343.9002 
490.5165 343.9421 
490.3986 344.0782 
489.9348 343.8762 
486.7872 344.9793 
488.0975 344.967 
488.2006 344.7049 
491.7903 343.2792 
491.0949 342.8181 
490.6001 343.3917 
490.3233 343.693 
490.771 343.3311 
486.8281 345.3129 
486.853 344.8929 
488.7816 344.2786 
491.8206 342.9746 
492.4409 343.0465 
491.7501 343.3523 
487.1176 344.6547 
486.471 344.6031 
491.5259 343.5189 
490.4407 343.3531 
492.2541 343.5133 
488.8304 345.1043 
488.4347 345.2275 
492.1656 343.6676 
488.5107 345.1851 
488.3864 345.5893 
493.8739 342.5476 
491.6597 343.7018 
492.2317 343.1468 
487.9476 345.2995 
487.1909 345.5087 
488.6229 344.8398 
487.5723 344.9568 
491.9468 342.8266 
491.5215 342.4366 
492.4634 342.4188 
491.0673 343.6368 
491.0421 343.6753 
490.7125 343.6757 
490.5582 344.1377 
490.3296 343.8169 
487.0146 344.875 
489.4098 343.8493 
490.239 343.3409 
493.9979 341.8972 
491.0864 343.6977 
492.3632 343.2052 
487.1748 345.1971 
491.7222 343.4033 
491.6728 343.3914 
491.083 343.7876 
487.6404 345.1608 
490.2059 343.869 
491.1837 344.1018 
485.0515 345.1615 
485.3916 345.2606 
487.4023 345.4675 
492.2022 342.7205 
487.626 345.0045 
484.9535 344.8058 
484.9808 344.9684 
484.8015 345.1241 
486.4398 344.3669 
488.7757 344.0316 
484.2617 345.5932 
490.9634 343.4402 
497.6101 345.8407 
486.3627 345.5918 
487.1212 345.0685 
487.7371 344.8829 
487.5457 344.5218 
489.0355 344.0402 
487.377 344.3309 
485.6862 345.3361 
491.8993 344.004 
491.9863 347.1393 
489.9443 343.0948 
489.1806 344.6078 
487.3183 345.2921 
490.4159 344.3217 
495.8102 345.1223 
426.7075 105.3094 
429.6968 114.7952 
432.3757 122.762 
434.2797 130.1622 
434.1187 138.0506 
435.0253 145.172 
436.8903 153.6667 
439.3374 163.6725 
441.8692 170.9223 
443.8117 177.2128 
444.3717 183.4492 
444.5739 189.8509 
444.6626 196.3569 
444.1281 203.4717 
443.6457 210.2232 
443.3781 216.3253 
443.2202 223.1962 
443.7485 231.1187 
444.9091 237.9783 
445.1618 244.7165 
444.247 251.7799 
442.4878 265.6183 
441.0476 272.5379 
439.6841 279.1698 
439.1112 284.5697 
437.9779 289.3073 
435.7688 293.3672 
432.8787 296.5636 
429.7718 300.0874 
425.5063 303.8953 
420.232 306.8418 
414.5494 308.6045 
408.8496 310.7379 
402.8153 312.8792 
396.2094 314.0385 
390.1613 315.7659 
384.398 318.7761 
377.2131 320.8625 
370.1967 323.2738 
363.0493 325.6017 
355.7787 327.9384 
348.7399 329.1736 
341.939 329.4759 
335.5615 329.8017 
328.9558 330.3641 
322.0357 330.9113 
315.6341 331.0361 
309.5019 331.5463 
303.1695 333.1166 
296.9891 334.2144 
291.481 334.0082 
286.0227 334.2758 
280.6379 334.7084 
275.5745 334.2817 
271.0809 333.8759 
266.9622 334.8496 
263.6728 335.6068 
260.7509 335.2716 
258.4022 335.4834 
256.3172 336.4022 
254.0728 336.2524 
252.3016 335.5376 
251.093 335.1854 
249.6913 335.7707 
248.7701 333.091 
245.7361 330.1451 
242.9193 330.2447 
242.0068 328.9046 
239.5741 330.7249 
237.6505 332.3527 
236.2901 331.6202 
236.2006 331.1555 
236.46 331.6563 
236.3214 333.3708 
234.6335 334.4244 
232.9946 335.3941 
233.3808 334.8003 
235.7635 334.5276 
235.2198 334.8401 
234.6838 336.5847 
234.2139 338.059 
234.5699 338.7882 
234.1472 339.2247 
233.0015 340.08 
233.0153 343.7775 
233.4884 347.5535 
234.2101 349.3132 
234.7767 349.9113 
235.0832 349.7355 
235.0147 350.2193 
235.1216 350.1372 
235.231 346.4202 
234.5616 340.086 
234.3157 335.4333 
233.9425 336.1357 
232.8727 338.6526 
231.8171 341.1999 
231.4716 342.5477 
231.3691 342.7386 
231.4754 342.5182 
231.4588 342.5309 
231.3589 342.9563 
231.1356 343.3401 
230.7477 343.7055 
230.2741 344.1219 
230.4588 342.1296 
230.4072 340.1761 
227.7626 338.4152 
229.4658 343.6057 
235.3942 347.7331 
232.8226 347.9659 
231.6901 350.1882 
241.4201 354.828 
238.1638 354.7519 
237.2344 354.9808 
238.9019 355.2459 
237.8524 355.1049 
234.0768 354.0309 
235.1052 352.5779 
231.9518 349.226 
229.8333 346.4419 
229.4724 342.0053 
231.4787 341.0768 
231.9445 340.5465 
232.6319 341.8967 
232.9951 343.399 
233.1768 345.2331 
233.3666 346.1341 
233.7686 347.7635 
233.8549 348.9593 
233.6224 349.7303 
233.5055 351.1056 
233.4866 351.8777 
233.1708 353.4475 
232.4841 354.6129 
232.007 354.974 
232.0267 355.5891 
232.3843 357.9034 
233.3153 360.6512 
234.3164 361.3982 
235.6034 361.8661 
237.2886 361.881 
239.4932 362.578 
242.8629 364.1066 
247.004 366.0153 
251.963 366.4554 
256.6178 367.2714 
260.5023 367.6547 
264.9815 365.4589 
268.1136 363.6397 
271.9232 363.2305 
277.4467 364.1759 
282.9192 365.8124 
287.734 367.2265 
292.667 368.6501 
298.5188 371.1118 
304.2462 373.9975 
309.5924 376.301 
314.5753 378.863 
319.1222 380.6834 
322.9892 381.3441 
326.8904 381.8071 
330.5016 382.3103 
334.4221 381.8567 
338.4026 381.278 
342.9769 380.7952 
348.2522 380.3809 
351.4768 376.6702 
354.0346 371.2218 
357.4162 365.9636 
360.7616 361.1561 
365.892 359.1457 
372.4542 361.0728 
380.7847 363.571 
391.2257 365.8407 
400.585 365.6783 
407.9889 363.9282 
414.5963 359.6902 
422.1411 356.5514 
429.4045 356.859 
436.4455 356.665 
441.4015 351.5935 
443.2371 345.558 
445.0198 341.8071 
448.2143 337.7638 
449.471 334.0845 
451.9532 328.8776 
455.0046 324.8519 
458.4756 320.1926 
462.5741 313.7497 
465.4668 307.7729 
469.7758 300.9635 
472.5169 292.9722 
475.1048 286.4864 
479.2077 278.7561 
482.9049 270.7599 
485.2486 263.1765 
486.6224 251.9406 
484.789 240.6672 
482.1858 229.0531 
481.2679 216.1217 
481.1448 203.7632 
479.2742 192.8599 
477.7956 180.6749 
475.9071 168.2551 
471.4035 158.0197 
467.9916 147.0037 
465.9878 136.5367 
463.2084 127.5488 
460.2995 118.6289 
457.1014 111.7089 
453.1777 107.5519 
448.2657 104.5946 
442.8734 100.474 
438.3921 99.39158 
434.2242 96.33727 
431.2845 95.64845 
428.2496 94.5697 
425.7683 97.00181 
423.4395 96.96037 
421.5146 99.18185 
420.074 99.82947 
419.3167 100.5789 
418.1671 101.0494 
418.067 102.7818 
417.3467 101.7326 
415.1058 100.669 
412.6144 99.3109 
409.5501 97.43974 
404.9487 93.98751 
399.2721 89.88544 
392.8837 85.74973 
385.181 82.81184 
376.6771 80.90284 
368.604 80.14368 
360.4225 80.3847 
353.5651 81.90425 
348.076 83.22593 
342.296 84.59732 
336.5817 86.27269 
332.6927 87.18797 
329.8581 87.41692 
326.5216 87.31985 
322.9844 88.66623 
319.8058 88.90732 
315.9347 88.54686 
311.313 88.30456 
306.6905 86.89206 
302.0233 84.68935 
295.7021 82.4921 
289.4748 79.26182 
284.362 77.36842 
279.1119 76.01063 
273.0948 75.29749 
268.4431 76.33632 
264.511 77.42982 
260.9868 81.26005 
257.1163 85.39381 
253.6664 86.35147 
250.1881 86.73126 
247.113 89.08477 
245.6148 92.25867 
242.5415 94.24216 
237.4481 95.5645 
233.2472 96.62087 
228.8436 97.53851 
227.0157 98.41532 
225.8204 99.0129 
228.5577 99.45255 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
NaN NaN 
239.7516 105.7379 
238.5824 105.0202 
242.8112 106.181 
249.6242 101.0249 
249.9976 99.0223 
247.8751 95.74085 
246.3047 93.80499 
246.5638 94.07377 
248.6687 96.34698 
249.7364 98.8099 
249.5312 99.47208 
248.0915 97.57217 
246.3268 96.41331 
244.1738 94.35408 
242.9339 92.61042 
242.769 92.36794 
242.8257 92.40702 
242.7712 92.35706 
242.8038 92.39683 
242.8078 92.36984 
242.8186 92.35374 
242.8537 92.4017 
242.8813 92.37883 
242.8651 92.36337 
242.8562 92.37247 
242.9002 92.41505 
242.9149 92.4313 
242.9087 92.43864 
243.2504 92.69903 
243.1606 92.62346 
243.2421 92.75233 
243.3946 93.02404 
244.0423 93.60757 
244.3041 93.92002 
244.4459 94.54819 
244.7896 95.0417 
246.3737 96.44166 
246.1052 97.77567 
246.2892 100.866 
245.9086 104.4719 
245.4193 106.774 
245.3623 107.147 
245.2455 107.5314 
245.3448 107.5263 
245.4048 108.1889 
245.0096 108.5301 
244.9693 109.1908 
244.5658 109.4188 
245.1445 109.91 
245.2772 110.4987 
244.7856 110.7199 
244.6974 110.8252 
245.1383 111.063 
244.1624 110.4195 
243.9173 110.6035 
244.4089 110.4277 
244.9204 110.2764 
245.0088 110.2526 
244.9637 110.0101 
244.9162 109.2675 
245.4402 108.616 
245.481 107.4514 
246.0502 106.69 
246.1481 99.74342 
246.1387 95.95333 
244.5073 94.20029 
243.5574 93.2008 
243.3931 92.93023 
243.3922 92.95762 
243.3235 92.83958 
243.3782 92.87565 
243.3382 92.85277 
243.1527 92.57423 
243.0959 92.55148 
243.1345 92.55436 
243.2045 92.59783 
243.0799 92.53729 
243.1011 92.53319 
243.146 92.54085 
243.147 92.54595 
243.1426 92.53889 
243.3155 92.82289 
243.2747 92.74412 
243.1671 92.63447 
243.227 92.72253 
243.0231 92.51873 
243.0184 92.48961 
243.0262 92.47877 
243.0099 92.46585 
242.9916 92.47649 
242.9992 92.4883 
243.0144 92.49004 
243.1141 92.5379 
243.1418 92.62593 
243.112 92.58506 
243.1008 92.57957 
243.1077 92.58568 
243.0435 92.4965 
243.0596 92.5371 
243.0802 92.53405 
243.057 92.54124 
243.0535 92.53923 
243.1198 92.59055 
243.1507 92.61277 
243.1017 92.5668 
243.3051 92.71692 
243.4243 92.78611 
243.3255 92.71909 
243.1592 92.5328 
243.193 92.56927 
243.1514 92.54363 
243.177 92.52758 
243.2307 92.57664 
243.2351 92.57511 
243.1534 92.54983 
243.1326 92.51573 
243.0481 92.45055 
243.1467 92.60981 
243.113 92.58812 
243.097 92.50193 
243.1304 92.54008 
243.1313 92.54757 
243.0957 92.53741 
243.1354 92.54637 
243.0988 92.53784 
243.0801 92.52548 
