83.619,360.62
84.035,360.7
84.099,360.6
84.39,360.72
84.581,360.96
84.694,361.04
84.623,361.07
84.838,361.04
84.575,361.09
84.854,360.93
85.025,361.24
85.088,361.18
85.241,361.49
85.761,361.53
86.22,361.82
85.684,361.49
85.985,361.67
85.759,361.58
84.052,361.49
83.911,361.22
85.487,361.55
85.278,361.48
85.799,361.51
85.615,361.42
84.961,361.33
84.79,361.21
85.18,361.41
84.818,361.24
85.765,361.59
85.287,361.26
85.75,361.31
85.505,361.28
85.916,361.46
85.855,361.54
84.152,361.52
84.119,361.48
85.871,361.64
84.169,361.44
84.27,361.56
85.648,361.63
85.405,361.67
85.615,361.51
85.936,361.84
85.555,361.52
84.074,361.62
84.073,361.5
85.538,361.36
85.535,361.15
84.818,361.88
85.364,361.9
86.134,361.03
86.282,360.71
86.102,360.49
86.391,360.73
86.682,361.14
86.28,361.04
86.283,361.28
86.185,361.36
86.306,361.42
86.531,361.56
86.312,362.47
86.371,362.36
86.576,362.46
87.077,361.39
86.444,362.63
86.569,362.72
86.825,360.89
87.058,361.04
87.3,361.36
87.522,361.39
88.284,361.71
88.397,361.62
83.647,360.98
82.4,361.02
77.737,360.17
78.179,360.48
78.275,361.26
79.461,361.84
80.312,362.49
80.715,362.29
79.904,361.75
79.381,361.43
79.255,361.63
79.613,361.65
84.307,361.89
84.048,361.47
84.026,362.14
84.134,363.57
83.82,363.82
86.071,364.45
85.515,364.77
85.554,364.14
85.135,363.8
84.839,363.91
85.713,364.14
86.536,363.31
85.257,364.36
86.702,364.07
88.777,365.34
88.256,364.96
91.728,365.94
96.564,367.36
101.23,368.89
106.07,369.85
113.36,371.28
121.25,373.74
130.68,376.47
137.85,378.62
145.14,381.29
150.2,383.37
155.07,385.64
158.45,387.57
160.67,388.8
162.05,389.11
162.81,389.38
162.34,388.85
162.19,388.49
163.11,388.39
164.53,388.97
165.51,388.98
166.16,388.8
166.17,388.21
165.92,387.65
165.71,387.26
165.52,387.06
165.45,387.06
165.42,387.05
165.07,386.86
164.81,386.77
164.66,386.76
164.53,386.64
164.61,386.77
164.69,386.71
164.53,386.52
164.41,386.45
164.3,386.24
164.23,386.15
164.23,386.07
164.29,386.06
164.25,386.01
164.47,386.3
164.34,386.28
164.2,386.35
164.12,386.32
164.04,386.4
164.04,386.27
164.22,386.43
164.08,386.25
164.24,386.23
164.36,386.11
164.34,386.2
164.12,386.01
164.18,386.14
163.99,385.88
164.07,386
164.08,385.94
164.3,386.2
164.11,386.1
164.03,386.14
164.13,386.18
164.39,386.33
164.48,386.34
164.41,386.31
164.28,386.3
164.07,386.14
163.77,385.84
163.2,385.45
162.92,385.5
162.33,384.95
161.88,384.74
161.51,384.58
161.38,384.62
161.01,384.4
160.41,383.88
160.39,383.89
160.55,384.02
160.2,383.91
160.08,384.01
160.34,384.48
160.47,384.82
159.67,384.43
159.68,384.23
159.74,384.15
159.9,384.18
159.93,384.33
160.1,384.48
160.29,384.62
160.35,384.7
160.41,384.61
160.43,384.46
160.53,384.38
160.46,384.49
160.04,384.43
160.04,384.39
160.3,384.63
160.45,384.84
160.32,384.58
160.27,384.52
160.14,384.3
160.22,384.34
160.44,384.5
160.42,384.63
160.3,384.38
160.44,384.56
160.47,384.55
160.48,384.31
160.55,384.21
160.7,384.27
160.72,384.26
160.88,384.4
160.81,384.13
160.75,384.16
160.92,384.38
161.1,384.54
160.89,384.07
160.87,384.18
160.91,384.37
160.91,384.05
160.81,383.9
160.88,383.9
160.75,383.86
160.56,383.76
160.56,383.89
160.5,384
160.47,384.13
160.37,384.06
160.37,384.37
160.06,384.21
160.05,384.18
160.19,384.21
160.33,384.43
160.23,384.29
160.61,384.41
160.71,384.14
160.66,383.97
160.33,383.67
160.26,383.68
160.21,383.56
160.23,383.78
159.76,383.44
159.82,383.76
160.21,383.95
160.23,384.05
160.22,384.06
160.07,383.86
160.25,383.93
160.45,384.05
160.41,383.94
160.5,384.08
160.63,384.14
161.11,384.6
161.3,384.66
161.34,383.89
161.86,383.85
162.43,383.79
162.56,383.57
162.75,383.17
163.01,383.15
163.12,383.21
163.03,383.04
163.14,383.16
163.12,383.09
162.96,382.86
162.83,382.76
162.55,382.45
162.72,382.59
162.99,382.7
162.89,382.69
162.69,382.79
162.7,382.84
162.64,382.61
162.72,382.67
162.8,382.7
162.83,382.69
162.84,382.35
163.06,382.99
163.94,384.65
163.9,385.5
165.13,387.15
166.67,388.29
167.68,389.28
168.41,390.24
168.53,390.73
169.21,391.47
169.9,391.96
170.23,392.43
170.1,392.5
170.37,392.7
170.32,392.78
170.14,392.51
169.52,392.19
169.13,392.21
169,392.12
169.05,391.93
168.73,391.64
168.39,391.49
168.33,391.4
168.26,391.28
168.16,391.25
168.12,391.15
168.18,391.38
168.06,391.34
167.95,391.36
167.78,391.38
168.55,391.76
169.29,391.52
170.67,391.65
171.32,391.34
172.04,391.18
172.37,390.89
172.52,390.88
172.91,390.42
173.2,390.17
173.38,389.71
173.33,389.51
173.42,389.51
173.51,389.72
173.43,389.85
173.23,389.74
173.33,389.97
173.4,390.1
173.4,389.92
173.47,390.09
173.52,390.03
173.48,389
173.87,387.87
174.36,386.53
175.27,385.31
178.4,384.89
177.73,384.35
178.88,385.38
185.73,389.1
187.11,389.73
185.4,389.81
186.06,389.61
186.78,389.47
189.28,389.73
191.12,389.72
192.53,390.43
193.52,391.62
194.15,393.18
193.85,395.1
193.33,397.28
192.75,399.81
193.06,402.3
194.65,404.64
191.01,405.48
190.53,407.25
190.1,408.26
190.12,409
189.96,409.47
189.55,409.32
189.25,408.65
189.34,407
190.15,405.22
190.18,402.89
191.38,400.28
192.74,397.31
193.51,394.05
193.73,391.37
193.92,389.58
193.23,389.37
191.84,388.97
189.51,391.23
187.17,392.49
185.34,393.41
183.7,393.65
182.33,393.99
181.82,394.12
181.49,393.46
181.34,393.16
181.32,393.03
181.24,393.02
181.18,392.89
181.4,392.32
181.66,392.24
181.6,392.64
181.71,392.71
181.75,392.42
181.74,392.5
181.81,392.26
181.65,392.25
181.53,392.18
181.56,392.06
181.89,391.83
181.89,391.68
181.97,391.74
181.94,391.44
182.24,391.62
182.29,391.34
182.31,391.39
182.38,391.37
182.45,391.49
182.6,391.82
182.88,391.98
182.93,391.85
183.1,392.43
183.13,392.52
183.01,392.84
183.11,392.32
182.55,391.75
181.86,390.6
181.65,390.12
180.03,388.06
179.43,387.29
179.01,386.91
179.01,386.66
178.94,386.81
178.77,386.26
178.59,386.3
178.68,386.02
178.52,385.87
178.7,385.97
178.7,385.84
178.82,385.75
178.67,385.73
178.84,386.16
178.86,386.37
178.96,386.32
179.01,386.23
179.2,386.2
179.18,386.23
179.18,386.23
179.27,386.24
179.44,386.29
179.39,386.14
179.43,386.17
179.52,386.25
179.5,386.27
179.48,386.17
179.45,386.09
179.52,386.21
179.63,386.27
179.76,386.03
179.75,386.2
179.77,386.08
179.77,386.23
179.76,386.35
179.72,386.07
179.74,386.02
179.74,386.08
179.84,386.06
179.85,386.05
179.98,385.86
179.85,385.66
179.81,385.77
179.9,385.8
179.87,385.47
179.93,385.56
179.91,385.75
179.99,385.07
180.07,385.74
180.1,386.02
180.16,385.78
180.16,385.84
180.19,385.84
180.19,385.64
180.1,385.65
180.17,385.9
180.11,385.9
180.08,385.81
180.05,385.75
180.07,385.78
180.09,385.84
180.19,385.74
180.24,385.73
180.32,385.66
180.32,385.73
180.14,385.64
180.18,385.48
180.17,385.57
180.26,385.64
180.43,385.66
180.53,385.71
180.55,385.41
180.59,385.69
180.7,386
180.71,385.81
180.66,385.75
180.56,385.55
180.74,385.5
180.75,385.75
180.78,385.36
180.86,385.21
180.82,385.24
180.8,385.37
180.81,385.4
180.81,385.3
180.84,385.49
180.77,385.35
180.78,385.5
180.73,385.44
180.53,385.32
180.59,385.46
180.74,385.55
180.7,385.35
180.72,385.28
180.72,385.29
180.73,385.49
180.81,385.31
180.77,385.32
180.8,385.22
180.85,385.24
180.81,385.25
180.85,385.64
180.88,385.63
180.83,385.53
180.75,385.47
180.7,385.68
180.61,385.41
180.65,385.57
180.75,385.43
180.86,385.56
180.85,385.36
180.91,385.24
180.81,385.24
180.8,385.59
180.71,385.5
180.7,385.48
180.64,385.32
180.73,385.45
180.83,385.49
180.8,385.51
180.83,385.34
180.8,385.46
180.74,385.47
180.79,385.5
180.79,385.52
180.84,385.63
180.92,385.27
181.02,385.55
181.05,385.5
181.02,385.62
180.96,385.43
180.95,385.74
180.82,385.24
180.85,385.45
180.83,385.36
180.78,385.55
180.82,385.41
180.81,385.44
180.77,385.46
180.78,385.48
180.73,385.98
180.78,385.87
180.75,385.67
180.84,385.51
180.78,385.19
180.81,385.21
180.85,385.25
180.86,385.48
180.86,385.49
180.74,385.27
180.57,385.32
180.61,385.61
180.53,386.01
180.52,386.25
180.5,386.67
180.07,386.93
179.82,387.27
179.88,387.71
179.9,387.86
180.21,388.15
180.69,388.08
180.65,388.79
180.38,389.3
180.43,388.82
180.68,388.54
181.1,388.4
181.17,388
181.5,387.88
181.97,387.7
182.69,387.49
182.53,387.19
182.55,386.96
182.31,387.02
182.39,386.49
182.12,386.43
182.17,386.21
182.26,385.17
183.18,383.83
184.32,381.82
184.98,380.72
184.6,380.05
184.15,378.99
182.35,379.24
180.11,379.7
177.45,380.07
174.88,380.75
173.54,380.08
172.55,380.91
171.65,382.25
170.9,383.29
170.16,383.86
169.65,384.35
169.14,384.41
169.15,383.49
169.13,383.3
169.15,383.22
168.84,383.03
168.58,382.01
168.35,381.81
168.32,381.78
168.32,381.67
168.33,381.99
168.3,382.04
168.46,382.12
168.45,382.27
168.41,382.62
168.28,382.61
168.15,383.07
168.34,383.89
168.44,383.74
168.48,384.02
168.64,384.19
168.61,384.21
168.57,383.86
168.6,383
168.54,382.54
168.55,382.37
168.65,382.25
168.34,382.08
168.77,381.8
168.62,381.61
169.09,381.74
169.09,381.29
169.47,381.31
169.73,381.41
169.88,381.76
169.88,381.91
169.97,381.99
169.95,382.5
170.14,382.67
170.55,382.22
170.85,382.4
170.97,382.6
170.74,382.43
170.69,382.23
170.56,382.07
170.5,381.87
170.53,381.85
170.64,381.5
170.6,381.71
170.71,381.53
170.82,381.28
170.74,381.37
170.79,381.53
170.8,381.53
170.7,381.36
170.68,381.47
170.72,381.37
170.48,381.26
170.57,381.4
170.61,381.29
170.59,381.35
170.46,381.26
170.57,381.91
169.95,383.11
169.52,383.6
168.63,384.84
167.28,385.8
166.75,386.06
166.87,386.62
167.53,386.97
168.83,386.95
170.95,386.63
173.26,386.76
175.27,386.63
177.58,387.03
179.77,387.45
184.14,387.2
187.82,387.77
191.51,388.98
194.12,390.67
194.71,392.68
198.2,393.49
199.82,395.23
201.55,396.63
202.59,398.19
203.76,398.89
203.73,399.97
204.77,400.48
205.75,400.46
206.23,400.48
207.66,400.6
208.89,400.56
210.02,400.44
208.84,400.9
209.46,400.94
210.18,400.84
210.2,400.76
210.69,400.73
211.71,401.24
212.91,401.73
214.58,401.82
215.42,401.57
213.21,401.39
215.53,401.33
217.95,401.55
219.68,401.61
222.8,401.62
225.55,402.04
230.28,402.1
231.56,402.1
231.93,402.06
231.28,402.27
233,401
234.87,399.76
235.78,398.79
236.1,399.2
236.92,399.77
237.28,400.77
235.6,403.1
236.74,404.34
235.27,406.43
232.83,407.86
233.24,407.49
232.49,407.29
232.13,407.35
231.52,407.35
231.16,407.29
230.43,407.54
229.27,407.83
229.15,407.69
229.03,407.39
229.28,407.21
229.28,407.26
228.8,407.43
229.29,407.3
229.36,407.25
229.51,407.19
229.26,407.19
229.15,407.04
229.23,406.85
229.38,406.78
229.59,406.74
229.61,406.78
229.85,406.71
230.26,406.74
230.26,406.73
230.39,406.67
230.46,406.59
230.41,406.65
230.51,406.66
230.4,406.69
230.75,406.48
230.68,406.47
230.65,406.45
230.65,406.45
230.63,406.51
230.83,406.33
230.8,406.22
230.47,406.35
230.33,406.31
230.51,406.42
230.59,406.34
230.93,405.87
230.86,405.83
230.97,405.86
231.06,405.87
230.95,405.9
230.8,405.96
231.23,405.97
231.22,405.77
231.07,405.86
231.25,405.88
231.35,405.86
231.34,406.02
230.97,406.05
230.88,406
231.15,406.03
231.27,405.99
231.38,405.98
231.49,405.83
231.53,405.86
231.23,405.97
231.46,405.93
231.31,405.98
231.45,405.97
231.21,405.9
231.65,405.96
231.03,406.13
231.08,406.05
230.91,405.99
230.3,406.28
229.54,406.6
228.75,407.06
227.9,407.31
227.44,407.28
226.74,407.31
226.24,407.27
225.73,407.38
225.65,407.23
225.78,407.02
225.75,407.13
225.81,407.17
225.82,407.26
225.8,407.33
225.36,407.47
224.82,407.57
224.81,407.63
225.08,407.57
225.41,407.42
225.52,407.34
225.88,407.15
225.47,406.87
224.87,406.75
224.17,406.87
224.04,407.03
224.3,406.86
224.82,406.53
225.03,406.5
225.18,406.68
225.06,406.59
224.59,406.42
223.75,406.45
223.13,406.84
223.75,406.56
223.71,406.54
224.4,406.08
224.64,406.05
224.31,406.22
224.32,406.28
223.94,406.57
223.42,406.73
222.88,407.04
223.21,407.02
223.57,406.73
222.48,407.38
223.49,406.7
223.67,406.62
223.33,406.59
222.3,406.86
222.11,406.9
222.45,406.82
223.07,406.58
224.5,405.92
224.65,405.8
224.34,406.2
223.82,406.28
223.78,405.63
222.48,406.34
222.81,406.32
223.56,405.95
223.22,406.18
223.64,405.82
223.96,405.82
224.28,405.49
224.55,405.38
224.82,405.2
224.19,405.37
223.56,405.56
223.58,405.38
223.44,405.5
222.91,405.87
222.35,406.1
222.55,405.93
222.92,406
223.83,405.92
224.32,405.87
224.87,405.61
225.93,404.66
225.67,404.63
224.86,404.95
224.45,405.32
223.51,405.76
223.42,405.68
223.12,405.75
223.17,405.58
222.82,405.81
222.31,406.13
221.98,406.45
222.38,406.36
222.83,406.14
222.94,406.13
223.2,405.97
223.18,405.81
222.37,406.18
222.69,406
221.79,406.47
223.02,405.76
222.94,405.71
222.82,405.99
222.67,405.99
222.82,405.94
222.56,405.8
221.9,406.04
221.63,406.08
222.2,406.06
221.82,406.01
222.24,405.69
