"animal","X","Y","frameID","quadrant"
"blue",476.30365,313.99,6309,2
"blue",476.28105,313.99,6310,2
"blue",476.2692,313.99555,6311,2
"blue",476.2383,313.99555,6312,2
"blue",476.2228,313.99555,6313,2
"blue",476.21725,314.0101,6314,2
"blue",476.1953,314.02255,6315,2
"blue",476.16485,314.04695,6316,2
"blue",476.1477,314.07465,6317,2
"blue",476.1269,314.12845,6318,2
"blue",476.09635,314.19965,6319,2
"blue",476.0755,314.22805,6320,2
"blue",476.05335,314.22805,6321,2
"blue",476.0303,314.27955,6322,2
"blue",476.0138,314.27955,6323,2
"blue",475.9939,314.27955,6324,2
"blue",475.97435,314.27955,6325,2
"blue",475.9565,314.27955,6326,2
"blue",475.9565,314.27955,6327,2
"blue",475.95445,314.27955,6328,2
"blue",475.94455,314.27955,6329,2
"blue",475.9239,314.34645,6330,2
"blue",475.9239,314.27955,6331,2
"blue",475.87965,314.27955,6332,2
"blue",475.85085,314.34645,6333,2
"blue",475.8309,314.34645,6334,2
"blue",475.81185,314.3366,6335,2
"blue",475.80585,314.2697,6336,2
"blue",475.7743,314.2697,6337,2
"blue",475.71875,314.15685,6338,2
"blue",475.62905,314.0503,6339,2
"blue",475.55894514846,314.0503,6340,2
"blue",475.550189913938,314.02255,6341,2
"blue",475.549794376964,314.02255,6342,2
"blue",475.549409549156,314.02255,6343,2
"blue",475.54903592283,314.00455,6344,2
"blue",475.548673969612,314.00455,6345,2
"blue",475.548324139433,314.00455,6346,2
"blue",475.547827993481,314.00455,6347,2
"blue",475.547351577683,314.00455,6348,2
"blue",475.546300845308,314.00455,6349,2
"blue",475.545304044385,314.02255,6350,2
"blue",475.54477902669,314.0503,6351,2
"blue",475.524826088429,314.19085,6352,2
"blue",475.5034,314.19085,6353,2
"blue",475.4107,314.35155,6354,2
"blue",475.3057,314.41705,6355,2
"blue",475.27085,314.4551,6356,2
"blue",475.22575,314.5277,6357,2
"blue",475.14585,314.6731,6358,2
"blue",475.05845,314.857,6359,2
"blue",475.05845,314.9871,6360,2
"blue",475.05845,314.9871,6361,2
"blue",475.05845,314.9871,6362,2
"blue",475.05845,315.12335,6363,2
"blue",475.05845,315.12335,6364,2
"blue",474.9665,315.3478,6365,2
"blue",474.9665,315.3478,6366,2
"blue",474.9665,315.3478,6367,2
"blue",474.9665,315.3478,6368,2
"blue",474.9665,315.3478,6369,2
"blue",474.9665,315.3478,6370,2
"blue",475.05845,315.4234,6371,2
"blue",475.05845,315.4234,6372,2
"blue",475.05845,315.4234,6373,2
"blue",475.14585,315.17215,6374,2
"blue",475.22575,314.7638,6375,2
"blue",475.22575,315.17215,6376,2
"blue",475.27085,314.85015,6377,2
"blue",475.27085,314.72375,6378,2
"blue",475.3057,313.99265,6379,2
"blue",475.31885,313.66095,6380,2
"blue",475.31885,313.66095,6381,2
"blue",475.38575,313.53555,6382,2
"blue",475.38575,313.53555,6383,2
"blue",475.38575,313.53555,6384,2
"blue",475.38575,313.53555,6385,2
"blue",475.38575,313.53555,6386,2
"blue",475.38575,313.53555,6387,2
"blue",475.38575,313.53555,6388,2
"blue",475.38575,313.53555,6389,2
"blue",475.484826088429,313.30285,6390,2
"blue",475.484826088429,313.1081,6391,2
"blue",475.54477902669,312.75245,6392,2
"blue",475.545304044385,312.4247,6393,2
"blue",475.548640495316,312.268837201072,6394,2
"blue",475.559681696809,312.116187201072,6395,2
"blue",475.559681696809,312.0548,6396,2
"blue",475.559681696809,312.024594861301,6397,2
"blue",475.559681696809,312.010485218312,6398,2
"blue",475.559681696809,312.010485218312,6399,2
"blue",475.559681696809,311.993290357011,6400,2
"blue",475.559681696809,311.94935,6401,2
"blue",475.559681696809,311.84325,6402,2
"blue",475.559681696809,311.7678,6403,2
"blue",475.559681696809,311.711499538386,6404,2
"blue",475.559681696809,311.660249538386,6405,2
"blue",475.559681696809,311.5052,6406,2
"blue",475.559681696809,311.3409,6407,2
"blue",475.559681696809,311.283455041255,6408,2
"blue",475.559681696809,311.22506867786,6409,2
"blue",475.559681696809,311.203374650094,6410,2
"blue",475.559681696809,311.182511013489,6411,2
"blue",475.559681696809,311.160777651239,6412,2
"blue",475.559681696809,311.134627651239,6413,2
"blue",475.559681696809,311.080195318033,6414,2
"blue",475.559681696809,311.029298382256,6415,2
"blue",475.559681696809,311.007515184816,6416,2
"blue",475.559681696809,310.985735976804,6417,2
"blue",475.559681696809,310.953084624176,6418,2
"blue",475.559681696809,310.773510767965,6419,2
"blue",475.488589389191,310.5148,6420,2
"blue",475.38575,310.4072,6421,2
"blue",475.30925,310.3618,6422,2
"blue",475.23285,310.3158,6423,2
"blue",475.12525,310.27925,6424,2
"blue",475.12525,310.18475,6425,2
"blue",475.05305,310.02605,6426,2
"blue",475.05305,309.9251,6427,2
"blue",475.05305,309.79965,6428,2
"blue",475.05305,309.543,6429,2
"blue",475.05305,309.3783,6430,2
"blue",475.05305,309.2763,6431,2
"blue",475.05305,309.1318,6432,2
"blue",475.05305,309.05775,6433,2
"blue",475.05305,309.02675,6434,2
"blue",475.0422,309.02675,6435,2
"blue",475.05305,308.99015,6436,2
"blue",475.05305,308.9774,6437,2
"blue",475.0679,308.9749,6438,2
"blue",475.0679,308.962,6439,2
"blue",475.0679,308.9464,6440,2
"blue",475.0679,308.9384,6441,2
"blue",475.0679,308.92645,6442,2
"blue",475.0679,308.91865,6443,2
"blue",475.0679,308.9184,6444,2
"blue",475.0679,308.9141,6445,2
"blue",475.0679,308.84955,6446,2
"blue",475.0679,308.7712,6447,2
"blue",475.04625,308.7521,6448,2
"blue",475.03455,308.7712,6449,2
"blue",475.02705,308.7712,6450,2
"blue",475.0113,308.7712,6451,2
"blue",475.0113,308.7521,6452,2
"blue",475.0113,308.7503,6453,2
"blue",475.0113,308.7495,6454,2
"blue",475.0113,308.7374,6455,2
"blue",475.02705,308.71555,6456,2
"blue",475.03455,308.69905,6457,2
"blue",475.04625,308.6597,6458,2
"blue",475.0679,308.58145,6459,2
"blue",475.09685,308.5025,6460,2
"blue",475.11535,308.5025,6461,2
"blue",475.11535,308.452,6462,2
"blue",475.11535,308.452,6463,2
"blue",475.11775,308.452,6464,2
"blue",475.11995,308.452,6465,2
"blue",475.1716,308.452,6466,2
"blue",475.2296,308.5025,6467,2
"blue",475.2361,308.5025,6468,2
"blue",475.24035,308.58145,6469,2
"blue",475.24585,308.6597,6470,2
"blue",475.255,308.69905,6471,2
"blue",475.26625,308.71555,6472,2
"blue",475.2696,308.73275,6473,2
"blue",475.2696,308.73275,6474,2
"blue",475.2707,308.73275,6475,2
"blue",475.2718,308.73275,6476,2
"blue",475.2773,308.71555,6477,2
"blue",475.2914,308.69905,6478,2
"blue",475.30545,308.6597,6479,2
"blue",475.30545,308.6111,6480,2
"blue",475.30545,308.6111,6481,2
"blue",475.32425,308.6597,6482,2
"blue",475.32425,308.6597,6483,2
"blue",475.3419,308.6111,6484,2
"blue",475.36765,308.56545,6485,2
"blue",475.3891,308.5025,6486,2
"blue",475.3891,308.4853,6487,2
"blue",475.36765,308.4853,6488,2
"blue",475.3419,308.4853,6489,2
"blue",475.32425,308.56545,6490,2
"blue",475.30545,308.6111,6491,2
"blue",475.30545,308.6111,6492,2
"blue",475.2914,308.6597,6493,2
"blue",475.2914,308.6597,6494,2
"blue",475.30545,308.6111,6495,2
"blue",475.32425,308.6111,6496,2
"blue",475.3419,308.62435,6497,2
"blue",475.3419,308.6597,6498,2
"blue",475.3419,308.6597,6499,2
"blue",475.3419,308.6762,6500,2
"blue",475.3419,308.73275,6501,2
"blue",475.36765,308.74485,6502,2
"blue",475.3891,308.73275,6503,2
"blue",475.3891,308.73275,6504,2
"blue",475.39075,308.7652,6505,2
"blue",475.39075,308.79835,6506,2
"blue",475.39075,308.8085,6507,2
"blue",475.39075,308.8085,6508,2
"blue",475.41915,308.8085,6509,2
"blue",475.453,308.8085,6510,2
"blue",475.453,308.8085,6511,2
"blue",475.4633,308.8085,6512,2
"blue",475.4718,308.8085,6513,2
"blue",475.4718,308.8109,6514,2
"blue",475.4718,308.8155,6515,2
"blue",475.4718,308.84945,6516,2
"blue",475.4718,308.8814,6517,2
"blue",475.465,308.8814,6518,2
"blue",475.465,308.89575,6519,2
"blue",475.465,308.90795,6520,2
"blue",475.4718,308.90795,6521,2
"blue",475.4718,308.90795,6522,2
"blue",475.4718,308.89575,6523,2
"blue",475.4718,308.8814,6524,2
"blue",475.4771,308.84945,6525,2
"blue",475.48695,308.84945,6526,2
"blue",475.5124,308.8155,6527,2
"blue",475.53265,308.8109,6528,2
"blue",475.53265,308.8085,6529,2
"blue",475.53265,308.79835,6530,2
"blue",475.53265,308.78685,6531,2
"blue",475.51615,308.78685,6532,2
"blue",475.5102,308.78685,6533,2
"blue",475.50055,308.78685,6534,2
"blue",475.50055,308.77985,6535,2
"blue",475.495,308.77985,6536,2
"blue",475.48515,308.795,6537,2
"blue",475.4771,308.8089,6538,2
"blue",475.4718,308.84525,6539,2
"blue",475.4718,308.8814,6540,2
"blue",475.4718,308.8814,6541,2
"blue",475.4718,308.86825,6542,2
"blue",475.4718,308.8343,6543,2
"blue",475.4718,308.86825,6544,2
"blue",475.465,308.8814,6545,2
"blue",475.465,308.8814,6546,2
"blue",475.465,308.8814,6547,2
"blue",475.4718,308.89575,6548,2
"blue",475.4771,308.89575,6549,2
"blue",475.48515,308.89575,6550,2
"blue",475.48515,308.89575,6551,2
"blue",475.4771,308.90795,6552,2
"blue",475.4771,308.90795,6553,2
"blue",475.4771,308.90795,6554,2
"blue",475.48515,308.90795,6555,2
"blue",475.495,308.90795,6556,2
"blue",475.50045,308.90795,6557,2
"blue",475.5042,308.90795,6558,2
"blue",475.5102,308.90795,6559,2
"blue",475.52205,308.89575,6560,2
"blue",475.53265,308.8814,6561,2
"blue",475.53265,308.86825,6562,2
"blue",475.53265,308.86825,6563,2
"blue",475.53265,308.86825,6564,2
"blue",475.53265,308.8204,6565,2
"blue",475.57025,308.77985,6566,2
"blue",475.60355,308.7734,6567,2
"blue",475.6098,308.7734,6568,2
"blue",475.6098,308.755,6569,2
"blue",475.6219,308.7177,6570,2
"blue",475.641,308.689,6571,2
"blue",475.6614,308.6769,6572,2
"blue",475.6764,308.6674,6573,2
"blue",475.68405,308.656045542028,6574,2
"blue",475.691,308.646133860619,6575,2
"blue",475.7002,308.619338318591,6576,2
"blue",475.73015,308.5834,6577,2
"blue",475.76285,308.5834,6578,2
"blue",475.8016,308.56385,6579,2
"blue",475.83545,308.54565,6580,2
"blue",475.83545,308.54565,6581,2
"blue",475.83545,308.5531,6582,2
"blue",475.83545,308.51255,6583,2
"blue",475.85525,308.51255,6584,2
"blue",475.88225,308.51255,6585,2
"blue",475.8897,308.51255,6586,2
"blue",475.8897,308.51255,6587,2
"blue",475.88225,308.5531,6588,2
"blue",475.88225,308.5531,6589,2
"blue",475.8706,308.5834,6590,2
"blue",475.8954,308.60575,6591,2
"blue",475.9172,308.5652,6592,2
"blue",475.92915,308.5148,6593,2
"blue",475.9599,308.4696,6594,2
"blue",475.997469441908,308.44385,6595,2
"blue",476.017169441908,308.44385,6596,2
"blue",476.019812947587,308.44385,6597,2
"blue",476.038662947587,308.44385,6598,2
"blue",476.07975,308.44385,6599,2
"blue",476.11405,308.39885,6600,2
"blue",476.1654,308.3339,6601,2
"blue",476.2058,308.29455,6602,2
"blue",476.2153,308.24745,6603,2
"blue",476.25755,308.21615,6604,2
"blue",476.2933,308.21125,6605,2
"blue",476.29785,308.21125,6606,2
"blue",476.3,308.21125,6607,2
"blue",476.3,308.2077,6608,2
"blue",476.3113,308.1973,6609,2
"blue",476.34095,308.18615,6610,2
"blue",476.3859,308.0936,6611,2
"blue",476.43145,307.9847,6612,2
"blue",476.45185,307.9847,6613,2
"blue",476.46455,307.9847,6614,2
"blue",476.5004,307.9836,6615,2
"blue",476.5004,308.0243,6616,2
"blue",476.5004,308.0453,6617,2
"blue",476.5004,308.05125,6618,2
"blue",476.5004,308.1049,6619,2
"blue",476.52785,308.16825,6620,2
"blue",476.56215,308.16825,6621,2
"blue",476.61955,308.18615,6622,2
"blue",476.6463,308.1973,6623,2
"blue",476.6463,308.2077,6624,2
"blue",476.6613,308.21125,6625,2
"blue",476.6756,308.21615,6626,2
"blue",476.6839,308.2333,6627,2
"blue",476.69935,308.25275,6628,2
"blue",476.716,308.2669,6629,2
"blue",476.7189,308.31515,6630,2
"blue",476.7254,308.2669,6631,2
"blue",476.73405,308.31515,6632,2
"blue",476.74925,308.37565,6633,2
"blue",476.73405,308.42,6634,2
"blue",476.7254,308.44385,6635,2
"blue",476.7189,308.4696,6636,2
"blue",476.7254,308.49495,6637,2
"blue",476.7254,308.51585,6638,2
"blue",476.73405,308.51585,6639,2
"blue",476.7453,308.5365,6640,2
"blue",476.75065,308.5538,6641,2
"blue",476.7546,308.5365,6642,2
"blue",476.7578,308.5365,6643,2
"blue",476.76915,308.53535,6644,2
"blue",476.76915,308.53535,6645,2
"blue",476.7785,308.5147,6646,2
"blue",476.7785,308.49495,6647,2
"blue",476.7804,308.49495,6648,2
"blue",476.7804,308.4973,6649,2
"blue",476.7804,308.49495,6650,2
"blue",476.7859,308.49495,6651,2
"blue",476.7859,308.4973,6652,2
"blue",476.7859,308.5168,6653,2
"blue",476.7859,308.5168,6654,2
"blue",476.7974,308.5168,6655,2
"blue",476.80555,308.4973,6656,2
"blue",476.8079,308.49235,6657,2
"blue",476.8138,308.4559,6658,2
"blue",476.8185,308.4146,6659,2
"blue",476.8185,308.4146,6660,2
"blue",476.8185,308.4146,6661,2
"blue",476.8185,308.4146,6662,2
"blue",476.8185,308.4146,6663,2
"blue",476.8185,308.4146,6664,2
"blue",476.8185,308.4146,6665,2
"blue",476.82065,308.40185,6666,2
"blue",476.8378,308.3288,6667,2
"blue",476.82065,308.3288,6668,2
"blue",476.82065,308.3288,6669,2
"blue",476.8378,308.3288,6670,2
"blue",476.8378,308.3288,6671,2
"blue",476.8378,308.3288,6672,2
"blue",476.85605,308.3473,6673,2
"blue",476.865,308.3473,6674,2
"blue",476.8765,308.3473,6675,2
"blue",476.88785,308.34915,6676,2
"blue",476.8956,308.34915,6677,2
"blue",476.90625,308.34915,6678,2
"blue",476.91805,308.34915,6679,2
"blue",476.91805,308.29965,6680,2
"blue",476.93225,308.2793,6681,2
"blue",476.9577,308.22345,6682,2
"blue",476.9577,308.1563,6683,2
"blue",476.98825,308.1254,6684,2
"blue",476.98825,308.1011,6685,2
"blue",476.98825,308.07,6686,2
"blue",476.98825,308.04905,6687,2
"blue",477.0068,308.04905,6688,2
"blue",477.0091,308.02695,6689,2
"blue",477.02105,308.0006,6690,2
"blue",477.0366,307.9363,6691,2
"blue",477.04085,307.8893,6692,2
"blue",477.04165,307.88355,6693,2
"blue",477.045,307.8773,6694,2
"blue",477.0538,307.8773,6695,2
"blue",477.0538,307.8773,6696,2
"blue",477.0793,307.8733,6697,2
"blue",477.09975,307.86535,6698,2
"blue",477.09975,307.8523,6699,2
"blue",477.08635,307.8523,6700,2
"blue",477.08635,307.80925,6701,2
"blue",477.08635,307.7731,6702,2
"blue",477.08635,307.80925,6703,2
"blue",477.08635,307.80925,6704,2
"blue",477.09975,307.80925,6705,2
"blue",477.10215,307.80925,6706,2
"blue",477.10555,307.80925,6707,2
"blue",477.10555,307.80925,6708,2
"blue",477.1086,307.7731,6709,2
"blue",477.1086,307.7702,6710,2
"blue",477.10555,307.7702,6711,2
"blue",477.10555,307.7702,6712,2
"blue",477.10555,307.7702,6713,2
"blue",477.10555,307.7702,6714,2
"blue",477.10555,307.7702,6715,2
"blue",477.10215,307.7731,6716,2
"blue",477.10215,307.80925,6717,2
"blue",477.10215,307.8495,6718,2
"blue",477.10215,307.8581,6719,2
"blue",477.10215,307.86885,6720,2
"blue",477.09975,307.8773,6721,2
"blue",477.09975,307.88355,6722,2
"blue",477.09975,307.8893,6723,2
"blue",477.08635,307.9253,6724,2
"blue",477.06705,307.96575,6725,2
"blue",477.0512,307.99115,6726,2
"blue",477.02375,308.015,6727,2
"blue",477.02375,308.015,6728,2
"blue",476.951,308.02695,6729,2
"blue",476.8851,308.04905,6730,2
"blue",476.87245,308.1241,6731,2
"blue",476.8687,308.24195,6732,2
"blue",476.81895,308.2438,6733,2
"blue",476.7491,308.409,6734,2
"blue",476.7261,308.57045,6735,2
"blue",476.685032395478,308.74525,6736,2
"blue",476.638685561925,308.9043,6737,2
"blue",476.619153166447,309.216257439662,6738,2
"blue",476.52335,309.515424667308,6739,2
"blue",476.168,309.755217227646,6740,2
"blue",475.89735,310.11405,6741,2
"blue",475.85225,310.42645,6742,2
"blue",475.7916,310.5945,6743,2
"blue",475.7729,310.61885,6744,2
"blue",475.76425,310.6431,6745,2
"blue",475.73815,310.6816,6746,2
"blue",475.69925,310.753,6747,2
"blue",475.69925,310.996,6748,2
"blue",475.69925,311.27115,6749,2
"blue",475.69925,311.3362,6750,2
"blue",475.69925,311.3362,6751,2
"blue",475.69925,311.4228,6752,2
"blue",475.69925,311.55555,6753,2
"blue",475.69925,311.6122,6754,2
"blue",475.69925,311.6278,6755,2
"blue",475.69925,311.64485,6756,2
"blue",475.69925,311.6572,6757,2
"blue",475.69925,311.6572,6758,2
"blue",475.69925,311.6572,6759,2
"blue",475.69925,311.6572,6760,2
"blue",475.69925,311.6572,6761,2
"blue",475.69925,311.66055,6762,2
"blue",475.69925,311.6656,6763,2
"blue",475.69925,311.673,6764,2
"blue",475.69925,311.6796,6765,2
"blue",475.69925,311.6827,6766,2
"blue",475.69925,311.6827,6767,2
"blue",475.69925,311.6827,6768,2
"blue",475.69925,311.6827,6769,2
"blue",475.69925,311.6827,6770,2
"blue",475.69925,311.6827,6771,2
"blue",475.69925,311.6827,6772,2
"blue",475.73455,311.6827,6773,2
"blue",475.76065,311.6796,6774,2
"blue",475.7729,311.673,6775,2
"blue",475.78015,311.6656,6776,2
"blue",475.79885,311.66055,6777,2
"blue",475.81445,311.6572,6778,2
"blue",475.85955,311.6489,6779,2
"blue",475.9205,311.641,6780,2
"blue",475.9464,311.641,6781,2
"blue",475.972,311.63695,6782,2
"blue",476.01515,311.6173,6783,2
"blue",476.0504,311.5874,6784,2
"blue",476.0817,311.5568,6785,2
"blue",476.10965,311.525,6786,2
"blue",476.17775,311.50945,6787,2
"blue",476.17775,311.4228,6788,2
"blue",476.17775,311.3362,6789,2
"blue",476.17775,311.3128,6790,2
"blue",476.17775,311.2753,6791,2
"blue",476.17775,311.23365,6792,2
"blue",476.17775,311.1902,6793,2
"blue",476.2573,311.1615,6794,2
"blue",476.2868,311.1487,6795,2
"blue",476.2868,311.1487,6796,2
"blue",476.2964,311.1487,6797,2
"blue",476.29815,311.1487,6798,2
"blue",476.2999,311.1487,6799,2
"blue",476.3175,311.1487,6800,2
"blue",476.33965,311.1487,6801,2
"blue",476.33965,311.1487,6802,2
"blue",476.33965,311.1615,6803,2
"blue",476.34095,311.1615,6804,2
"blue",476.3554,311.1615,6805,2
"blue",476.3835,311.1487,6806,2
"blue",476.40695,311.1355,6807,2
"blue",476.4167,311.1087,6808,2
"blue",476.4291,311.0924,6809,2
"blue",476.44575,311.0924,6810,2
"blue",476.44575,311.0924,6811,2
"blue",476.4573,311.07015,6812,2
"blue",476.4807,310.99205,6813,2
"blue",476.5087,310.90135,6814,2
"blue",476.5087,310.8386,6815,2
"blue",476.5087,310.7997,6816,2
"blue",476.52065,310.7914,6817,2
"blue",476.52065,310.76285,6818,2
"blue",476.5294,310.71085,6819,2
"blue",476.53705,310.68265,6820,2
"blue",476.53705,310.67105,6821,2
"blue",476.53705,310.6218,6822,2
"blue",476.53705,310.5688,6823,2
"blue",476.53705,310.54055,6824,2
"blue",476.53705,310.5107,6825,2
"blue",476.53705,310.48295,6826,2
"blue",476.53705,310.4659,6827,2
"blue",476.53705,310.45575,6828,2
"blue",476.5289,310.42915,6829,2
"blue",476.52015,310.42915,6830,2
"blue",476.5141,310.42915,6831,2
"blue",476.49535,310.42915,6832,2
"blue",476.4799,310.4659,6833,2
"blue",476.4799,310.42915,6834,2
"blue",476.4799,310.37515,6835,2
"blue",476.4799,310.37515,6836,2
"blue",476.4799,310.3406,6837,2
"blue",476.4799,310.3248,6838,2
"blue",476.4799,310.3149,6839,2
"blue",476.49535,310.28475,6840,2
"blue",476.5141,310.28475,6841,2
"blue",476.5141,310.28475,6842,2
"blue",476.52015,310.28475,6843,2
"blue",476.52015,310.29465,6844,2
"blue",476.5289,310.29465,6845,2
"blue",476.5289,310.29465,6846,2
"blue",476.5289,310.29465,6847,2
"blue",476.53975,310.3248,6848,2
"blue",476.547,310.29465,6849,2
"blue",476.55035,310.2333,6850,2
"blue",476.55165,310.2333,6851,2
"blue",476.56535,310.1677,6852,2
"blue",476.5806,310.1677,6853,2
"blue",476.5825,310.1677,6854,2
"blue",476.5825,310.1677,6855,2
"blue",476.5825,310.1064,6856,2
"blue",476.58675,310.0795,6857,2
"blue",476.5955,310.0795,6858,2
"blue",476.60665,310.0795,6859,2
"blue",476.62955,310.0795,6860,2
"blue",476.6525,310.0795,6861,2
"blue",476.6525,310.0795,6862,2
"blue",476.7,310.0795,6863,2
"blue",476.7445,310.0795,6864,2
"blue",476.79585,310.0795,6865,2
"blue",476.97235,310.07875,6866,2
"blue",476.97235,310.07875,6867,2
"blue",476.97235,310.06995,6868,2
"blue",476.97235,310.0508,6869,2
"blue",476.97235,310.0397,6870,2
"blue",476.97235,310.0336,6871,2
"blue",476.79215,310.0336,6872,2
"blue",476.7,310.0336,6873,2
"blue",476.63625,310.0336,6874,2
"blue",476.60665,310.0336,6875,2
"blue",476.59125,310.0336,6876,2
"blue",476.5825,310.0336,6877,2
"blue",476.5825,310.0336,6878,2
"blue",476.5825,310.0336,6879,2
"blue",476.5806,310.0336,6880,2
"blue",476.56535,310.0336,6881,2
"blue",476.55165,310.0336,6882,2
"blue",476.5371,309.99125,6883,2
"blue",476.51685,309.99125,6884,2
"blue",476.49535,309.99125,6885,2
"blue",476.4799,309.99125,6886,2
"blue",476.4799,309.99125,6887,2
"blue",476.47635,309.99125,6888,2
"blue",476.45085,309.9287,6889,2
"blue",476.4289,309.8117,6890,2
"blue",476.41125,309.67725,6891,2
"blue",476.3523,309.6103,6892,2
"blue",476.3523,309.56875,6893,2
"blue",476.1298,309.54775,6894,2
"blue",474.596069285951,309.424691318381,6895,2
"blue",473.218957248033,309.424691318381,6896,2
"blue",473.169587370974,309.29736984869,6897,2
"blue",473.11980165083,309.283483948291,6898,2
"blue",473.069597337119,309.269477469293,6899,2
"blue",473.018971707197,309.255350539541,6900,2
"blue",472.967922055404,309.241103271818,6901,2
"blue",472.916445690208,309.226735776603,6902,2
"blue",472.864539932378,309.212248163756,6903,2
"blue",472.81220211395,309.19764054521,6904,2
"blue",472.759429576567,309.182913041872,6905,2
"blue",472.706219668812,309.168065786693,6906,2
"blue",472.652569747319,309.153098927853,6907,2
"blue",472.598477187972,309.138012630665,6908,2
"blue",472.543939388371,309.12280707366,6909,2
"blue",472.488953760783,309.107482450324,6910,2
"blue",472.433517732732,309.092038976249,6911,2
"blue",472.377628747453,309.076476890753,6912,2
"blue",472.321284261413,309.060796455839,6913,2
"blue",472.264481742064,309.044997954943,6914,2
"blue",472.207218666683,309.029081696849,6915,2
"blue",472.149492521321,309.013048017312,6916,2
"blue",472.091300791629,308.996897275297,6917,2
"blue",472.032640920699,308.980629853934,6918,2
"blue",471.973510269392,308.964246169362,6919,2
"blue",471.913906114875,308.94774667896,6920,2
"blue",471.853825660186,308.931131885834,6921,2
"blue",471.853825660186,308.914402341951,6922,2
"blue",471.793266043671,308.897558644706,6923,2
"blue",471.74324738774,308.880601432239,6924,2
"blue",471.712605650623,308.8549123673,6925,2
"blue",471.712605650623,308.880601432239,6926,2
"blue",471.639567783567,308.8549123673,6927,2
"blue",471.546176795032,308.829055717243,6928,2
"blue",471.4831765491,308.811651692142,6929,2
"blue",471.419678873863,308.794138015978,6930,2
"blue",471.35568057677,308.776515608951,6931,2
"blue",471.291178437024,308.758785441833,6932,2
"blue",471.226169204494,308.740948536056,6933,2
"blue",471.160649598201,308.723005963627,6934,2
"blue",471.094616312137,308.70495884637,6935,2
"blue",471.028066027776,308.686808353849,6936,2
"blue",470.960995420292,308.668555702388,6937,2
"blue",470.893401157506,308.650202151499,6938,2
"blue",470.825279904313,308.631748998094,6939,2
"blue",470.756628333648,308.613197571036,6940,2
"blue",470.687443137412,308.59454922657,6941,2
"blue",470.61772103316,308.575805346937,6942,2
"blue",470.547458768532,308.556967339616,6943,2
"blue",470.476653121732,308.538036637678,6944,2
"blue",470.405300904855,308.519014700354,6945,2
"blue",470.333398971965,308.499903013021,6946,2
"blue",470.260944224134,308.480703089477,6947,2
"blue",470.187933613689,308.461416472281,6948,2
"blue",470.114364157307,308.4420447325,6949,2
"blue",470.040232978638,308.422589471146,6950,2
"blue",469.965537351767,308.403052320164,6951,2
"blue",469.890274714598,308.38343494655,6952,2
"blue",469.814442673464,308.363739056605,6953,2
"blue",469.738039008244,308.343966397564,6954,2
"blue",469.661061684639,308.324118753817,6955,2
"blue",469.661061684639,308.324118753817,6956,2
"blue",469.544299432449,308.294184258918,6957,2
"blue",469.426670473404,308.26414415629,6958,2
"blue",469.347382292047,308.244014935546,6959,2
"blue",469.267513411646,308.223820049804,6960,2
"blue",469.187063061122,308.203561469903,6961,2
"blue",469.106030684498,308.183241208689,6962,2
"blue",469.024415956871,308.162861313314,6963,2
"blue",468.94221879862,308.142423858172,6964,2
"blue",468.859439382535,308.121930940182,6965,2
"blue",468.77607813744,308.10138467781,6966,2
"blue",468.692135749081,308.080787212382,6967,2
"blue",468.607613166699,308.060140708562,6968,2
"blue",468.522511610756,308.039447356966,6969,2
"blue",468.436832574649,308.018709378138,6970,2
"blue",468.350577827771,307.997929022362,6971,2
"blue",468.26374942107,307.977108566329,6972,2
"blue",468.176349696088,307.956250309434,6973,2
"blue",468.088381293574,307.935356574283,6974,2
"blue",467.999847160357,307.914429703124,6975,2
"blue",467.910750554239,307.893472050764,6976,2
"blue",467.821095039451,307.872485982158,6977,2
"blue",467.730884480678,307.851473875965,6978,2
"blue",467.640123038316,307.830438123731,6979,2
"blue",467.548815140754,307.809381107298,6980,2
"blue",467.456965457639,307.788305173784,6981,2
"blue",467.36457889844,307.767212628647,6982,2
"blue",467.271660612861,307.746105738324,6983,2
"blue",467.178215988014,307.724986726278,6984,2
"blue",467.084250646506,307.703857764906,6985,2
"blue",466.942149548369,307.672148519336,6986,2
"blue",466.799290077097,307.640432163579,6987,2
"blue",466.703302799147,307.619284178117,6988,2
"blue",466.606826446702,307.598136431781,6989,2
"blue",466.509868057497,307.576990845044,6990,2
"blue",466.41243490969,307.555849296887,6991,2
"blue",466.314534524256,307.534713626504,6992,2
"blue",466.216174661222,307.513585634238,6993,2
"blue",466.117363313169,307.492467081079,6994,2
"blue",466.018108698892,307.471359695923,6995,2
"blue",465.918419258633,307.450265180695,6996,2
"blue",465.818303653748,307.429185209618,6997,2
"blue",465.717770769638,307.408121428846,6998,2
"blue",465.616829718639,307.387075455618,6999,2
"blue",465.515489839957,307.366048874348,7000,2
"blue",465.413760696612,307.345043238691,7001,2
"blue",465.311652071083,307.324060083084,7002,2
"blue",465.209173962885,307.303100931385,7003,2
"blue",465.10633658744,307.282167299691,7004,2
"blue",465.003150376512,307.261260696517,7005,2
"blue",464.89962598178,307.240382618705,7006,2
"blue",464.795774277682,307.219534547348,7007,2
"blue",464.691606358851,307.198717948448,7008,2
"blue",464.587133529525,307.177934276308,7009,2
"blue",464.48236729736,307.157184968804,7010,2
"blue",464.377319377107,307.136471441322,7011,2
"blue",464.272001693922,307.115795087564,7012,2
"blue",464.166426385602,307.095157275167,7013,2
